38.191.161.0/24,DO,DO-01,Santo Domingo Este,11707
38.196.216.0/24,DO,DO-01,Santo Domingo Este,11707
38.196.217.0/24,DO,DO-01,Santo Domingo Este,11707
2803:2a50::/32,DO,DO-01,Santo Domingo Este,11707
